UniProtKB:Q96RU2	USP28
UniProtKB:Q8TAT6	NPLOC4
UniProtKB:Q8TAT5	NEIL3
UniProtKB:P78560	CRADD
UniProtKB:Q86UU5	GGN
UniProtKB:P78549	NTHL1
UniProtKB:P78543	BTG2
UniProtKB:Q56NI9	ESCO2
UniProtKB:P78527	PRKDC
UniProtKB:Q86V20	SHLD2
UniProtKB:Q14807	KIF22
UniProtKB:P20585	MSH3
UniProtKB:P52435	POLR2J
UniProtKB:P52434	POLR2H
UniProtKB:Q9NPF5	DMAP1
UniProtKB:Q68DK2	ZFYVE26
UniProtKB:Q9H4B4	PLK3
UniProtKB:Q96JY0	MAEL
RNAcentral:URS000039ED8D_9606	URS000039ED8D_9606
RNAcentral:URS0000170CF4_9606	URS0000170CF4_9606
UniProtKB:Q149N8	SHPRH
ComplexPortal:CPX-530	ube2n-ube2v2_human
ComplexPortal:CPX-482	inip-ints3-nabp2_human
ComplexPortal:CPX-478	ercc1-xpf_human
ComplexPortal:CPX-511	eme1-mus81_human
ComplexPortal:CPX-77	msh2-msh3_human
ComplexPortal:CPX-3301	btr_human
ComplexPortal:CPX-369	rrm1-rrm2b_human
ComplexPortal:CPX-1993	ku70_80_human
ComplexPortal:CPX-978	nua4_human
ComplexPortal:CPX-308	ddb1-ddb2_human
ComplexPortal:CPX-1844	pp4_human-2b
ComplexPortal:CPX-586	eme2-mus81_human
ComplexPortal:CPX-614	inip-ints3-nabp1_human
UniProtKB:O75792	RNASEH2A
UniProtKB:Q9UBT6	POLK
UniProtKB:P82933	MRPS9
UniProtKB:Q9Y248	GINS2
UniProtKB:P82912	MRPS11
UniProtKB:Q9Y230	RUVBL2
UniProtKB:Q6ZNB5	Q6ZNB5
UniProtKB:Q6ZNA4	RNF111
UniProtKB:P39748	FEN1
UniProtKB:Q9NS56	TOPORS
UniProtKB:O75717	WDHD1
UniProtKB:Q9UBL3	ASH2L
UniProtKB:P62877	RBX1
UniProtKB:P62875	POLR2L
UniProtKB:Q96DE0	NUDT16
UniProtKB:Q96E14	RMI2
UniProtKB:P54098	POLG
UniProtKB:P62805	HIST1H4A
UniProtKB:Q8NFZ0	FBH1
UniProtKB:Q9Y6F1	PARP3
UniProtKB:Q9Y5K5	UCHL5
UniProtKB:Q9Y5K1	SPO11
UniProtKB:Q14997	PSME4
UniProtKB:Q8NG66	NEK11
UniProtKB:Q5HY92	FIGN
UniProtKB:P49005	POLD2
UniProtKB:O75832	PSMD10
UniProtKB:P10415	BCL2
UniProtKB:Q9UFB7	ZBTB47
UniProtKB:Q14934	NFATC4
UniProtKB:P52564	MAP2K6
UniProtKB:Q96EB6	SIRT1
UniProtKB:P42574	CASP3
UniProtKB:P62993	GRB2
UniProtKB:P62987	UBA52
UniProtKB:Q16254	E2F4
UniProtKB:Q8NG08	HELB
UniProtKB:Q9UGP5	POLL
UniProtKB:Q9UGN5	PARP2
UniProtKB:P60510	PPP4C
UniProtKB:Q9Y5T5	USP16
UniProtKB:O95863	SNAI1
UniProtKB:P49137	MAPKAPK2
UniProtKB:P0C1Z6	TFPT
UniProtKB:A8MT69	CENPX
UniProtKB:Q9Y620	RAD54B
UniProtKB:Q6NS38	ALKBH2
UniProtKB:Q8NB91	FANCB
UniProtKB:O95243	MBD4
UniProtKB:P40692	MLH1
UniProtKB:Q8NAP3	ZBTB38
UniProtKB:Q96JB5	CDK5RAP3
UniProtKB:P49916	LIG3
UniProtKB:Q8NAG6	ANKLE1
UniProtKB:Q9ULZ3	PYCARD
